SubjectID	Target	Assoc
3969147097	kayıp	çocuk
3968662250	kayıp	yitik
3968240808	kayıp	aramak
3967284794	kayıp	ölüm
3962910686	kayıp	önemsiz
3961569893	kayıp	eşya
3961062726	kayıp	eşya
3961058558	kayıp	?
3960919691	kayıp	cüzdan
3960388073	kayıp	?
3960354471	kayıp	ölüm
3959674601	kayıp	Lost
3959536556	kayıp	polis
3958892469	kayıp	arama
3958478795	kayıp	anahtarlar
3958153417	kayıp	yok
3957969296	kayıp	insan
3957517953	kayıp	lazım
3957511522	kayıp	büro
3957315500	kayıp	cenaze
3957198167	kayıp	insan
3957182957	kayıp	aranıyor
3957047760	kayıp	bulunamamak
3956928110	kayıp	çocuk
3956726938	kayıp	soru işareti
3956398919	kayıp	eşya
3956364354	kayıp	cüzdan
3955448620	kayıp	kaçak
3955186195	kayıp	hırsız
3955121346	kayıp	özlem
3954671574	kayıp	kazanç
3954590488	kayıp	ölüm
3954425539	kayıp	kol
3954381627	kayıp	Sait Faik
3954237332	kayıp	şehir
3954226832	kayıp	ilan
3954204193	kayıp	köpek
3954178309	kayıp	ölüm
3954173294	kayıp	kadın
3954169220	kayıp	akraba
3954143297	kayıp	bulmak
3954143132	kayıp	üzüntü
3954142836	kayıp	üzüntü
3954103511	kayıp	müge anlı
3954097659	kayıp	şey
3954038614	kayıp	pişmanlık
3954028957	kayıp	ilan
3978999276	yüzük	evlilik
3975627654	yüzük	parmak
3975297560	yüzük	evlilik
3973880269	yüzük	evlilik
3970313078	yüzük	nişan
3969147097	yüzük	parmak
3968662250	yüzük	alyans
3968240808	yüzük	nişan
3967284794	yüzük	nişan
3962910686	yüzük	nişan
3961569893	yüzük	pırlanta
3961062726	yüzük	bağlılık
3961058558	yüzük	evlilik
3960919691	yüzük	iktidar
3960388073	yüzük	evlilik
3960354471	yüzük	evlilik
3959674601	yüzük	efendi
3959536556	yüzük	para
3958892469	yüzük	nişan
3958478795	yüzük	evlilik
3958153417	yüzük	parmak
3957969296	yüzük	parmak
3957517953	yüzük	evlilik
3957511522	yüzük	nişan
3957315500	yüzük	evlilik
3957198167	yüzük	evlilik
3957182957	yüzük	evlilik
3957047760	yüzük	evlilik
3956928110	yüzük	parmak
3956726938	yüzük	nişan
3956398919	yüzük	kolye
3956364354	yüzük	parmak
3955448620	yüzük	evlilik
3955186195	yüzük	nişan
3955121346	yüzük	evlilik
3954671574	yüzük	mana
3954590488	yüzük	parmak
3954425539	yüzük	eş
3954381627	yüzük	Frodo
3954237332	yüzük	evlilik
3954226832	yüzük	pırlanta
3954204193	yüzük	parmak
3954178309	yüzük	evlilik
3954173294	yüzük	parmak
3954169220	yüzük	evlilik
3954143297	yüzük	alyans
3954143132	yüzük	evlilik
3954142836	yüzük	evlilik
3954103511	yüzük	evlilik
3954097659	yüzük	efendi
3954038614	yüzük	evlilik
3954028957	yüzük	evlilik
3978999276	vatan	Türkiye
3975627654	vatan	millet
3975297560	vatan	Türkiye
3973880269	vatan	millet
3970313078	vatan	Atatürk
3969147097	vatan	bayrak
3968662250	vatan	toprak
3968240808	vatan	millet
3967284794	vatan	millet
3962910686	vatan	millet
3961569893	vatan	yurt
3961062726	vatan	Türkiye
3961058558	vatan	millet
3960919691	vatan	gurbet
3960388073	vatan	Türkiye
3960354471	vatan	Türkiye
3959674601	vatan	tannnn
3959536556	vatan	savaş
3958892469	vatan	millet
3958478795	vatan	millet
3958153417	vatan	millet
3957969296	vatan	millet
3957517953	vatan	asker
3957511522	vatan	millet
3957315500	vatan	şehit
3957198167	vatan	millet
3957182957	vatan	asker
3957047760	vatan	asker
3956928110	vatan	ülke
3956726938	vatan	namus
3956398919	vatan	millet
3956364354	vatan	millet
3955448620	vatan	millet
3955186195	vatan	millet
3955121346	vatan	ev
3954671574	vatan	millet
3954590488	vatan	ülke
3954425539	vatan	sermaye
3954381627	vatan	sokak
3954237332	vatan	Türkiye
3954226832	vatan	memleket
3954204193	vatan	Sakarya
3954178309	vatan	millet
3954173294	vatan	milliyet
3954169220	vatan	yuva
3954143297	vatan	ülke
3954143132	vatan	asker
3954142836	vatan	sınır
3954103511	vatan	hasret
3954097659	vatan	parti
3954038614	vatan	millet
3954028957	vatan	Türkiye
3978999276	gülüş	gamze
3975627654	gülüş	mutluluk
3975297560	gülüş	kahkaha
3973880269	gülüş	sevgi
3970313078	gülüş	diş
3969147097	gülüş	mutluluk
3968662250	gülüş	yakınlık
3968240808	gülüş	sırıtış
3967284794	gülüş	zarafet
3962910686	gülüş	gamze
3961569893	gülüş	tebessüm
3961062726	gülüş	mutluluk
3961058558	gülüş	mutluluk
3960919691	gülüş	hayat
3960388073	gülüş	mutluluk
3960354471	gülüş	samimiyet
3959674601	gülüş	diş
3959536556	gülüş	aşk
3958892469	gülüş	gülümseme
3958478795	gülüş	samimiyet
3958153417	gülüş	ağlayış
3957969296	gülüş	yüz
3957517953	gülüş	mutluluk
3957511522	gülüş	mutluluk
3957315500	gülüş	gamze
3957198167	gülüş	güzellik
3957182957	gülüş	güzellik
3957047760	gülüş	kahkaha
3956928110	gülüş	diş
3956726938	gülüş	diş
3956398919	gülüş	gümüş
3956364354	gülüş	hıçkırık
3955448620	gülüş	gülmek
3955186195	gülüş	kahkaha
3955121346	gülüş	mutluluk
3954671574	gülüş	içtenlik
3954590488	gülüş	diş
3954425539	gülüş	bakış
3954381627	gülüş	erime
3954237332	gülüş	gamze
3954226832	gülüş	kahkaha
3954204193	gülüş	gamze
3954178309	gülüş	tebessüm
3954173294	gülüş	mutluluk
3954169220	gülüş	mutluluk
3954143297	gülüş	mutlu
3954143132	gülüş	mutluluk
3954142836	gülüş	diş
3954103511	gülüş	mutluluk
3954097659	gülüş	aşk
3954038614	gülüş	mutluluk
3954028957	gülüş	mutluluk
3978999276	giysi	etek
3975627654	giysi	elbise
3975297560	giysi	etek
3973880269	giysi	kuşam
3970313078	giysi	elbise
3969147097	giysi	kadın
3968662250	giysi	bluz
3968240808	giysi	moda
3967284794	giysi	kıyafet
3962910686	giysi	tarz
3961569893	giysi	kıyafet
3961062726	giysi	alışveriş
3961058558	giysi	mont
3960919691	giysi	naftalin
3960388073	giysi	elbise
3960354471	giysi	gösteriş
3959674601	giysi	elbise
3959536556	giysi	diyet
3958892469	giysi	eşya
3958478795	giysi	tarz
3958153417	giysi	kıyafet
3957969296	giysi	elbise
3957517953	giysi	kıyafet
3957511522	giysi	kıyafet
3957315500	giysi	çanta
3957198167	giysi	elbise
3957182957	giysi	kıyafet
3957047760	giysi	elbise
3956928110	giysi	elbise
3956726938	giysi	elbise
3956398919	giysi	kıyafet
3956364354	giysi	kıyafet
3955448620	giysi	kıyafet
3955186195	giysi	siyah
3955121346	giysi	elbise
3954671574	giysi	etek
3954590488	giysi	kıyafet
3954425539	giysi	et
3954381627	giysi	mavi
3954237332	giysi	kıyafet
3954226832	giysi	elbise
3954204193	giysi	kırmızı
3954178309	giysi	moda
3954173294	giysi	moda
3954169220	giysi	alışveriş
3954143297	giysi	kıyafet
3954143132	giysi	kıyafet
3954142836	giysi	elbise
3954103511	giysi	moda
3954097659	giysi	alışveriş
3954038614	giysi	kamuflaj
3954028957	giysi	elbise
3978999276	eşya	kolye
3975627654	eşya	çanta
3975297560	eşya	mobilya
3973880269	eşya	materyal
3970313078	eşya	ev
3969147097	eşya	koltuk
3968662250	eşya	masa
3968240808	eşya	çanta
3967284794	eşya	mülk
3962910686	eşya	ev
3961569893	eşya	avize
3961062726	eşya	oda
3961058558	eşya	ev
3960919691	eşya	hatıra
3960388073	eşya	anahtar
3960354471	eşya	gereklilik
3959674601	eşya	kütüphane
3959536556	eşya	mağaza
3958892469	eşya	çanta
3958478795	eşya	mobilya
3958153417	eşya	ev
3957969296	eşya	kırmak
3957517953	eşya	masa
3957511522	eşya	ev
3957315500	eşya	sahip
3957198167	eşya	kıyafet
3957182957	eşya	ev
3957047760	eşya	ev
3956928110	eşya	yer
3956726938	eşya	mobilya
3956398919	eşya	atkı
3956364354	eşya	dolap
3955448620	eşya	bardak
3955186195	eşya	ev
3955121346	eşya	maliyet
3954671574	eşya	kayıp
3954590488	eşya	mal
3954425539	eşya	vazo
3954381627	eşya	yeni
3954237332	eşya	özel
3954226832	eşya	nesne
3954204193	eşya	eski
3954178309	eşya	ihtiyaç
3954173294	eşya	ev
3954169220	eşya	değerli
3954143297	eşya	maddi
3954143132	eşya	koltuk
3954142836	eşya	telefon
3954103511	eşya	mobilya
3954097659	eşya	sahip
3954038614	eşya	masa
3954028957	eşya	komodin
3978999276	dizgin	dolu
3975627654	dizgin	at
3975297560	dizgin	dolu
3973880269	dizgin	at
3970313078	dizgin	at
3969147097	dizgin	at
3968662250	dizgin	dolu
3968240808	dizgin	dolu
3967284794	dizgin	dolu
3962910686	dizgin	fazla
3961569893	dizgin	dolu
3961062726	dizgin	coşmak
3961058558	dizgin	?
3960919691	dizgin	at
3960388073	dizgin	?
3960354471	dizgin	dolu
3959674601	dizgin	ip
3959536556	dizgin	at
3958892469	dizgin	dolu
3958478795	dizgin	at
3958153417	dizgin	tasma
3957969296	dizgin	dolu
3957517953	dizgin	at
3957511522	dizgin	düzen
3957315500	dizgin	zincir
3957198167	dizgin	dolu
3957182957	dizgin	at
3957047760	dizgin	sakin
3956928110	dizgin	at
3956726938	dizgin	sıra
3956398919	dizgin	dolu
3956364354	dizgin	dolu
3955448620	dizgin	dolu
3955186195	dizgin	at
3955121346	dizgin	at
3954671574	dizgin	dolu
3954590488	dizgin	üzengi
3954425539	dizgin	at
3954381627	dizgin	at
3954237332	dizgin	dolu
3954226832	dizgin	at
3954204193	dizgin	dolu
3954178309	dizgin	at
3954173294	dizgin	dolu
3954169220	dizgin	dolu
3954143297	dizgin	at
3954143132	dizgin	at
3954142836	dizgin	sakin
3954103511	dizgin	at
3954097659	dizgin	dolu
3954038614	dizgin	dolu
3954028957	dizgin	dolu
3978999276	soğan	gözyaşı
3975627654	soğan	koku
3975297560	soğan	kötü koku
3973880269	soğan	acı
3970313078	soğan	gözyaşı
3969147097	soğan	koku
3968662250	soğan	sarımsak
3968240808	soğan	ağlamak
3967284794	soğan	salata
3962910686	soğan	tat
3961569893	soğan	sarımsak
3961062726	soğan	ağlamak
3961058558	soğan	gözyaşı
3960919691	soğan	gözyaşı
3960388073	soğan	ağlamak
3960354471	soğan	sebze
3959674601	soğan	göz
3959536556	soğan	mor
3958892469	soğan	sarımsak
3958478795	soğan	ağlamak
3958153417	soğan	ekmek
3957969296	soğan	yaş
3957517953	soğan	yemek
3957511522	soğan	yemek
3957315500	soğan	gözyaşı
3957198167	soğan	gözyaşı
3957182957	soğan	göz
3957047760	soğan	koku
3956928110	soğan	ağlamak
3956726938	soğan	soymak
3956398919	soğan	sarımsak
3956364354	soğan	sarımsak
3955448620	soğan	sarımsak
3955186195	soğan	koku
3955121346	soğan	yaşarmak
3954671574	soğan	sarımsak
3954590488	soğan	sarımsak
3954425539	soğan	sarımsak
3954381627	soğan	fen
3954237332	soğan	adana dürüm
3954226832	soğan	gözyaşı
3954204193	soğan	iki
3954178309	soğan	cücük
3954173294	soğan	gözyaşı
3954169220	soğan	gözyaşı
3954143297	soğan	koku
3954143132	soğan	yemek
3954142836	soğan	koku
3954103511	soğan	gözyaşı
3954097659	soğan	tuz
3954038614	soğan	koku
3954028957	soğan	kuru fasulye
3978999276	parke	laminant
3975627654	parke	salon
3975297560	parke	yer
3973880269	parke	ahşap
3970313078	parke	sert
3969147097	parke	halı
3968662250	parke	ahşap
3968240808	parke	ev
3967284794	parke	laminant
3962910686	parke	yer
3961569893	parke	taş
3961062726	parke	halı
3961058558	parke	laminant
3960919691	parke	ahşap
3960388073	parke	tahta
3960354471	parke	kayganlık
3959674601	parke	tahta
3959536556	parke	basketbol
3958892469	parke	döşeme
3958478795	parke	ev
3958153417	parke	halı
3957969296	parke	ahşap
3957517953	parke	kaygan
3957511522	parke	yer
3957315500	parke	yer
3957198167	parke	halı
3957182957	parke	yer
3957047760	parke	kahverengi
3956928110	parke	parlak
3956726938	parke	tahta
3956398919	parke	yer
3956364354	parke	laminant
3955448620	parke	yer
3955186195	parke	ev
3955121346	parke	kabarmak
3954671574	parke	kaplama
3954590488	parke	marley
3954425539	parke	tahta
3954381627	parke	kare
3954237332	parke	salon
3954226832	parke	yer
3954204193	parke	cila
3954178309	parke	ahşap
3954173294	parke	ev
3954169220	parke	laminant
3954143297	parke	yer
3954143132	parke	fayans
3954142836	parke	beyaz
3954103511	parke	ahşap
3954097659	parke	temizlik
3954038614	parke	zemin
3954028957	parke	laminant
3978999276	radyo	televizyon
3975627654	radyo	müzik
3975297560	radyo	müzik
3973880269	radyo	müzik
3970313078	radyo	kanal
3969147097	radyo	şarkı
3968662250	radyo	müzik
3968240808	radyo	televizyon
3967284794	radyo	TRT
3962910686	radyo	haber
3961569893	radyo	televizyon
3961062726	radyo	müzik
3961058558	radyo	ODTÜ
3960919691	radyo	frekans
3960388073	radyo	ses
3960354471	radyo	eski zamanlar
3959674601	radyo	frekans
3959536556	radyo	darbe
3958892469	radyo	televizyon
3958478795	radyo	sabah sabah
3958153417	radyo	ses
3957969296	radyo	kanal
3957517953	radyo	eski
3957511522	radyo	müzik
3957315500	radyo	sedir
3957198167	radyo	yayın
3957182957	radyo	televizyon
3957047760	radyo	şarkı
3956928110	radyo	müzik
3956726938	radyo	televizyon
3956398919	radyo	televizyon
3956364354	radyo	programı
3955448620	radyo	televizyon
3955186195	radyo	müzik
3955121346	radyo	müzik
3954671574	radyo	frekans
3954590488	radyo	televizyon
3954425539	radyo	program
3954381627	radyo	Şevket Rado
3954237332	radyo	Alem FM
3954226832	radyo	kanal
3954204193	radyo	frekans
3954178309	radyo	şarkı
3954173294	radyo	araba
3954169220	radyo	kanal
3954143297	radyo	kanal
3954143132	radyo	müzik
3954142836	radyo	eski
3954103511	radyo	frekans
3954097659	radyo	program
3954038614	radyo	televizyon
3954028957	radyo	teyp
3978999276	tabanca	rulet
3975627654	tabanca	aşiret
3975297560	tabanca	kurşun
3973880269	tabanca	ölüm
3970313078	tabanca	intihar
3969147097	tabanca	katil
3968662250	tabanca	silah
3968240808	tabanca	suç
3967284794	tabanca	kurşun
3962910686	tabanca	kurşun
3961569893	tabanca	polis
3961062726	tabanca	kurşun
3961058558	tabanca	şiddet
3960919691	tabanca	iz
3960388073	tabanca	kursun
3960354471	tabanca	ölüm
3959674601	tabanca	kurşun
3959536556	tabanca	takım elbise
3958892469	tabanca	silah
3958478795	tabanca	kurşun
3958153417	tabanca	ateş
3957969296	tabanca	namlu
3957517953	tabanca	silah
3957511522	tabanca	vurmak
3957315500	tabanca	hedef
3957198167	tabanca	ateş
3957182957	tabanca	ateş
3957047760	tabanca	ses
3956928110	tabanca	kurşun
3956726938	tabanca	siyah
3956398919	tabanca	kurşun
3956364354	tabanca	tek
3955448620	tabanca	silah
3955186195	tabanca	ölüm
3955121346	tabanca	korunmak
3954671574	tabanca	ses
3954590488	tabanca	silah
3954425539	tabanca	tek
3954381627	tabanca	Karadeniz
3954237332	tabanca	sıkı
3954226832	tabanca	kurşun
3954204193	tabanca	karınca
3954178309	tabanca	mermi
3954173294	tabanca	kurşun
3954169220	tabanca	kurun
3954143297	tabanca	silah
3954143132	tabanca	silah
3954142836	tabanca	ölüm
3954103511	tabanca	ölüm
3954097659	tabanca	canilik
3954038614	tabanca	şarjör
3954028957	tabanca	mermi
3978999276	serin	su
3975627654	serin	soğuk
3975297560	serin	buz
3973880269	serin	soğuk
3970313078	serin	deniz
3969147097	serin	hava
3968662250	serin	rüzgar
3968240808	serin	rahat
3967284794	serin	soğuk
3962910686	serin	rüzgar
3961569893	serin	soğuk
3961062726	serin	hava
3961058558	serin	şal
3960919691	serin	söğüt
3960388073	serin	su
3960354471	serin	kutuplar
3959674601	serin	soğuk
3959536556	serin	nane
3958892469	serin	hava
3958478795	serin	sahil
3958153417	serin	ferah
3957969296	serin	hava
3957517953	serin	soğuk
3957511522	serin	soğuk
3957315500	serin	ceket
3957198167	serin	hava
3957182957	serin	soğuk
3957047760	serin	soğuk
3956928110	serin	rüzgar
3956726938	serin	soğuk
3956398919	serin	soğuk
3956364354	serin	soğuk
3955448620	serin	soğuk
3955186195	serin	sonbahar
3955121346	serin	kış
3954671574	serin	battaniye
3954590488	serin	sıcak
3954425539	serin	kuru
3954381627	serin	balkon
3954237332	serin	Güzelyalı
3954226832	serin	soğuk
3954204193	serin	Kalebodur
3954178309	serin	limonata
3954173294	serin	soğuk
3954169220	serin	yayla
3954143297	serin	ferah
3954143132	serin	soğuk
3954142836	serin	sakin
3954103511	serin	soğuk
3954097659	serin	soğuk
3954038614	serin	soğuk
3954028957	serin	sıcak
3978999276	övgü	aferin
3975627654	övgü	iltifat
3975297560	övgü	mutluluk
3973880269	övgü	alkış
3970313078	övgü	iltifat
3969147097	övgü	başarı
3968662250	övgü	başarı
3968240808	övgü	beğeni
3967284794	övgü	hakaret
3962910686	övgü	gülümseme
3961569893	övgü	işitmek
3961062726	övgü	iltifat
3961058558	övgü	gurur
3960919691	övgü	ego
3960388073	övgü	mutluluk
3960354471	övgü	memnuniyet
3959674601	övgü	praise
3959536556	övgü	alkış
3958892469	övgü	yergi
3958478795	övgü	patron
3958153417	övgü	?
3957969296	övgü	takdir
3957517953	övgü	özgüven
3957511522	övgü	abartı
3957315500	övgü	iltifat
3957198167	övgü	başarı
3957182957	övgü	iltifat
3957047760	övgü	beğeni
3956928110	övgü	başarı
3956726938	övgü	neşe
3956398919	övgü	yergi
3956364354	övgü	yergi
3955448620	övgü	teselli
3955186195	övgü	mutluluk
3955121346	övgü	iltifat
3954671574	övgü	azim
3954590488	övgü	yergi
3954425539	övgü	yergi
3954381627	övgü	baba
3954237332	övgü	anneannem
3954226832	övgü	iltifat
3954204193	övgü	karne
3954178309	övgü	başarı
3954173294	övgü	methetmek
3954169220	övgü	memnuniyet
3954143297	övgü	mütevazı
3954143132	övgü	başarı
3954142836	övgü	iltifat
3954103511	övgü	gurur
3954097659	övgü	karşılık
3954038614	övgü	güvenilmez
3954028957	övgü	merhamet
3978999276	balık	hafıza
3975627654	balık	su
3975297560	balık	meze
3973880269	balık	deniz
3970313078	balık	rakı
3969147097	balık	su
3968662250	balık	somon
3968240808	balık	kısmet
3967284794	balık	su
3962910686	balık	zeka
3961569893	balık	tutmak
3961062726	balık	kalamar
3961058558	balık	özgür
3960919691	balık	çinekop
3960388073	balık	deniz
3960354471	balık	Japon balığı
3959674601	balık	Ayhan
3959536556	balık	ada
3958892469	balık	olta
3958478795	balık	ablam
3958153417	balık	deniz
3957969296	balık	yemek
3957517953	balık	rakı
3957511522	balık	deniz
3957315500	balık	olta
3957198167	balık	olta
3957182957	balık	pul
3957047760	balık	su
3956928110	balık	limon
3956726938	balık	deniz
3956398919	balık	burç
3956364354	balık	alık
3955448620	balık	deniz
3955186195	balık	zeka
3955121346	balık	rakı
3954671574	balık	olta
3954590488	balık	ağ
3954425539	balık	sırtı
3954381627	balık	su
3954237332	balık	Aykun
3954226832	balık	su
3954204193	balık	göz
3954178309	balık	burç
3954173294	balık	somon
3954169220	balık	rakı
3954143297	balık	burç
3954143132	balık	deniz
3954142836	balık	sazan
3954103511	balık	Japon
3954097659	balık	rakı
3954038614	balık	deniz
3954028957	balık	istavrit
3978999276	hoşnut	memnun
3975627654	hoşnut	memnun
3975297560	hoşnut	memnun
3973880269	hoşnut	keyif
3970313078	hoşnut	sevmek
3969147097	hoşnut	mutluluk
3968662250	hoşnut	iyi
3968240808	hoşnut	rahatlık
3967284794	hoşnut	memnun
3962910686	hoşnut	mutlu
3961569893	hoşnut	memnun
3961062726	hoşnut	memnun
3961058558	hoşnut	mutlu
3960919691	hoşnut	tatmin
3960388073	hoşnut	mutlu
3960354471	hoşnut	beğenmek
3959674601	hoşnut	hoşaf
3959536556	hoşnut	rahat
3958892469	hoşnut	mutlu
3958478795	hoşnut	tatmin
3958153417	hoşnut	memnun
3957969296	hoşnut	memnun
3957517953	hoşnut	iyi
3957511522	hoşnut	mutlu
3957315500	hoşnut	keyif
3957198167	hoşnut	mutlu
3957182957	hoşnut	memnun
3957047760	hoşnut	memnun
3956928110	hoşnut	mutlu
3956726938	hoşnut	mutlu
3956398919	hoşnut	memnun
3956364354	hoşnut	meşgul
3955448620	hoşnut	hoşnutsuzluk
3955186195	hoşnut	memnun
3955121346	hoşnut	memnun
3954671574	hoşnut	tebessüm
3954590488	hoşnut	mutlu
3954425539	hoşnut	kimse
3954381627	hoşnut	gülüş
3954237332	hoşnut	hoş
3954226832	hoşnut	memnun
3954204193	hoşnut	rüzgar
3954178309	hoşnut	misafir
3954173294	hoşnut	memnun
3954169220	hoşnut	güzellik
3954143297	hoşnut	memnun
3954143132	hoşnut	mutlu
3954142836	hoşnut	keyif
3954103511	hoşnut	mutlu
3954097659	hoşnut	tebessüm
3954038614	hoşnut	mutlu
3954028957	hoşnut	tebessüm
3978999276	ayıp	yasak
3975627654	ayıp	norm
3975297560	ayıp	utanmak
3973880269	ayıp	küfür
3970313078	ayıp	saçma
3969147097	ayıp	kaba
3968662250	ayıp	terbiyesiz
3968240808	ayıp	ağız
3967284794	ayıp	utanma
3962910686	ayıp	utanç
3961569893	ayıp	etmek
3961062726	ayıp	aldatmak
3961058558	ayıp	görgüsüzlük
3960919691	ayıp	yasak
3960388073	ayıp	?
3960354471	ayıp	sesli sakız patlatmak
3959674601	ayıp	kötü
3959536556	ayıp	ahlak
3958892469	ayıp	günah
3958478795	ayıp	küfür
3958153417	ayıp	yanlış
3957969296	ayıp	toplum
3957517953	ayıp	değişken
3957511522	ayıp	yanlış
3957315500	ayıp	düşüncesizlik
3957198167	ayıp	terbiye
3957182957	ayıp	hoş değil
3957047760	ayıp	günah
3956928110	ayıp	yanlış
3956726938	ayıp	kızarmak
3956398919	ayıp	seks
3956364354	ayıp	edep
3955448620	ayıp	ahlak
3955186195	ayıp	seks
3955121346	ayıp	gelenek
3954671574	ayıp	tabu
3954590488	ayıp	tabu
3954425539	ayıp	yatak
3954381627	ayıp	cinsellik
3954237332	ayıp	toplum
3954226832	ayıp	utanç
3954204193	ayıp	günah
3954178309	ayıp	küfür
3954173294	ayıp	yanlış
3954169220	ayıp	yaşlı
3954143297	ayıp	görgü
3954143132	ayıp	yargılanan
3954142836	ayıp	yalan
3954103511	ayıp	rezillik
3954097659	ayıp	kontrol
3954038614	ayıp	yalan söylemek
3954028957	ayıp	utanç
3978999276	iyilik	kötülük
3975627654	iyilik	yardım
3975297560	iyilik	kötülük
3973880269	iyilik	yardım
3970313078	iyilik	cennet
3969147097	iyilik	kötülük
3968662250	iyilik	yardım
3968240808	iyilik	peri
3967284794	iyilik	sağlık
3962910686	iyilik	mutluluk
3961569893	iyilik	kötülük
3961062726	iyilik	anne
3961058558	iyilik	yardım
3960919691	iyilik	yanılmak
3960388073	iyilik	mutluluk
3960354471	iyilik	mutluluk
3959674601	iyilik	kötülük
3959536556	iyilik	melek
3958892469	iyilik	dostluk
3958478795	iyilik	melek
3958153417	iyilik	güzellik
3957969296	iyilik	mutluluk
3957517953	iyilik	yardım
3957511522	iyilik	yardımlaşma
3957315500	iyilik	karşılık
3957198167	iyilik	melek
3957182957	iyilik	melek
3957047760	iyilik	güzellik
3956928110	iyilik	yardım
3956726938	iyilik	kötülük
3956398919	iyilik	kötülük
3956364354	iyilik	kötülük
3955448620	iyilik	kötülük
3955186195	iyilik	kötülük
3955121346	iyilik	vicdan
3954671574	iyilik	karşılıklılık
3954590488	iyilik	kötülük
3954425539	iyilik	şefkat
3954381627	iyilik	beyaz
3954237332	iyilik	anne
3954226832	iyilik	melek
3954204193	iyilik	hoşluk
3954178309	iyilik	merhamet
3954173294	iyilik	kötülük
3954169220	iyilik	karşılıksız
3954143297	iyilik	yardim
3954143132	iyilik	iyi
3954142836	iyilik	anne
3954103511	iyilik	güzellik
3954097659	iyilik	erdem
3954038614	iyilik	anne
3954028957	iyilik	merhamet
3978999276	şiddetli	fazla
3975627654	şiddetli	sarsıcı
3975297560	şiddetli	geçimsizlik
3973880269	şiddetli	dayak
3970313078	şiddetli	deprem
3969147097	şiddetli	yağmur
3968662250	şiddetli	şiddet
3968240808	şiddetli	sancı
3967284794	şiddetli	kuvvetli
3962910686	şiddetli	sert
3961569893	şiddetli	geçimsizlik
3961062726	şiddetli	sevgi
3961058558	şiddetli	güçlü
3960919691	şiddetli	pişmanlık
3960388073	şiddetli	yağmur
3960354471	şiddetli	yağmur
3959674601	şiddetli	yavaş
3959536556	şiddetli	deprem
3958892469	şiddetli	rüzgar
3958478795	şiddetli	geçinim
3958153417	şiddetli	kavga
3957969296	şiddetli	kan
3957517953	şiddetli	kavga
3957511522	şiddetli	savaşmak
3957315500	şiddetli	sert
3957198167	şiddetli	erkek
3957182957	şiddetli	sert
3957047760	şiddetli	öfkeli
3956928110	şiddetli	deprem
3956726938	şiddetli	bol
3956398919	şiddetli	sert
3956364354	şiddetli	hiddetli
3955448620	şiddetli	sakin
3955186195	şiddetli	kavga
3955121346	şiddetli	ağır
3954671574	şiddetli	duygu
3954590488	şiddetli	sakin
3954425539	şiddetli	fırtına
3954381627	şiddetli	kan
3954237332	şiddetli	savaş
3954226832	şiddetli	öfke
3954204193	şiddetli	fazla
3954178309	şiddetli	tokat
3954173294	şiddetli	fırtına
3954169220	şiddetli	sağanak
3954143297	şiddetli	kötü
3954143132	şiddetli	baskın
3954142836	şiddetli	dayak
3954103511	şiddetli	zayıf
3954097659	şiddetli	yağış
3954038614	şiddetli	kavga
3954028957	şiddetli	kavga
3978999276	çehre	yüz
3975627654	çehre	yüz
3975297560	çehre	yüz
3973880269	çehre	alın
3970313078	çehre	yüz
3969147097	çehre	yüz
3968662250	çehre	yüz
3968240808	çehre	yüz
3967284794	çehre	yüz
3962910686	çehre	yüz
3961569893	çehre	yüz
3961062726	çehre	güzellik
3961058558	çehre	ifade
3960919691	çehre	unutulmak
3960388073	çehre	yüz
3960354471	çehre	bilmiyorum
3959674601	çehre	yüz
3959536556	çehre	kader
3958892469	çehre	surat
3958478795	çehre	?
3958153417	çehre	yüz
3957969296	çehre	yüz
3957517953	çehre	surat
3957511522	çehre	güzellik
3957315500	çehre	sima
3957198167	çehre	yüz
3957182957	çehre	Nebahat
3957047760	çehre	yüz
3956928110	çehre	ifade
3956726938	çehre	yüz
3956398919	çehre	yüz
3956364354	çehre	surat
3955448620	çehre	yüz
3955186195	çehre	?
3955121346	çehre	dış güzellik
3954671574	çehre	göz
3954590488	çehre	yüz
3954425539	çehre	yüz
3954381627	çehre	yüz
3954237332	çehre	Nebahat
3954226832	çehre	yüz
3954204193	çehre	güzel
3954178309	çehre	güzellik
3954173294	çehre	yüz
3954169220	çehre	ünlü
3954143297	çehre	yüz
3954143132	çehre	yüz
3954142836	çehre	göz
3954103511	çehre	Nebahat
3954097659	çehre	yüz
3954038614	çehre	surat
3954028957	çehre	yüz
3978999276	hayat	yaşam
3975627654	hayat	yaşantı
3975297560	hayat	yaşam
3973880269	hayat	su
3970313078	hayat	sınırlı
3969147097	hayat	sonsuzluk
3968662250	hayat	yaşam
3968240808	hayat	ağaç
3967284794	hayat	ömür
3962910686	hayat	yaşam
3961569893	hayat	yaşam
3961062726	hayat	su
3961058558	hayat	zorluk
3960919691	hayat	ilkbahar
3960388073	hayat	olum
3960354471	hayat	ailem
3959674601	hayat	neşe
3959536556	hayat	ağaç
3958892469	hayat	nefes
3958478795	hayat	dinamik
3958153417	hayat	yaşam
3957969296	hayat	yeşil
3957517953	hayat	ömür
3957511522	hayat	su
3957315500	hayat	zorluk
3957198167	hayat	su
3957182957	hayat	yasam
3957047760	hayat	yaşam
3956928110	hayat	uzun
3956726938	hayat	yaşam
3956398919	hayat	yaşam
